T_battery_loss,T_battery_mae,liquid_frac_loss,liquid_frac_mae,loss,val_T_battery_loss,val_T_battery_mae,val_liquid_frac_loss,val_liquid_frac_mae,val_loss,learning_rate
0.07231117784976959,0.25670450925827026,0.01893114671111107,0.08892947435379028,1.1604273319244385,0.01696549542248249,0.1807551383972168,0.009040852077305317,0.0949678048491478,1.0971413850784302,4.999999873689376e-05
0.06292008608579636,0.22571545839309692,0.01878821663558483,0.08906963467597961,1.1370632648468018,0.012650496326386929,0.15557608008384705,0.010612775571644306,0.10289791971445084,1.0783867835998535,4.999999873689376e-05
0.058143194764852524,0.21322187781333923,0.018260732293128967,0.08962062746286392,1.119483232498169,0.009708832018077374,0.13578057289123535,0.012019756250083447,0.10951928049325943,1.0606178045272827,4.999999873689376e-05
0.0546092763543129,0.19919860363006592,0.017840256914496422,0.08641006052494049,1.1002107858657837,0.008931685239076614,0.13010504841804504,0.012136458419263363,0.11002839356660843,1.0446430444717407,4.999999873689376e-05
0.052900440990924835,0.19156959652900696,0.01746765710413456,0.08591203391551971,1.0829803943634033,0.007873733527958393,0.12189637124538422,0.012408415786921978,0.11127366125583649,1.0283880233764648,4.999999873689376e-05
0.0525311641395092,0.18875080347061157,0.01729406975209713,0.08540692180395126,1.0672987699508667,0.007415321189910173,0.1181480810046196,0.012133724987506866,0.11005840450525284,1.0127019882202148,4.999999873689376e-05
0.051533617079257965,0.18545058369636536,0.017218058928847313,0.0846066027879715,1.0520390272140503,0.007265583146363497,0.11692295968532562,0.011774237267673016,0.10840902477502823,0.9974297285079956,4.999999873689376e-05
0.050311099737882614,0.18101179599761963,0.016844650730490685,0.08336170017719269,1.0357056856155396,0.006580922286957502,0.11105665564537048,0.01151191908866167,0.107210174202919,0.9817965030670166,4.999999873689376e-05
0.05044495686888695,0.17749792337417603,0.017038648948073387,0.08284381777048111,1.019505500793457,0.0067880526185035706,0.11287634074687958,0.010892548598349094,0.10427702963352203,0.9671227931976318,4.999999873689376e-05
0.04895615577697754,0.17788328230381012,0.01630409061908722,0.08156763762235641,1.005280613899231,0.006638307590037584,0.11156455427408218,0.010474137961864471,0.10226234048604965,0.9523245096206665,4.999999873689376e-05
0.05070074275135994,0.1752782166004181,0.01671651378273964,0.08089368790388107,0.9903631210327148,0.006501463707536459,0.1103682741522789,0.010220839641988277,0.10101932287216187,0.9377341866493225,4.999999873689376e-05
0.04852742329239845,0.17276574671268463,0.0161723755300045,0.07978875935077667,0.9750736355781555,0.006136073265224695,0.10710341483354568,0.010154069401323795,0.10069072246551514,0.9231441020965576,4.999999873689376e-05
0.0502036027610302,0.17071500420570374,0.016509748995304108,0.0795409083366394,0.9605888724327087,0.005848499480634928,0.1044539362192154,0.009929046966135502,0.09957064688205719,0.9088159799575806,4.999999873689376e-05
0.048875026404857635,0.16949984431266785,0.0163356214761734,0.07937664538621902,0.9469931721687317,0.0055840774439275265,0.10196206718683243,0.009828385896980762,0.09906668215990067,0.8947303891181946,4.999999873689376e-05
0.047776203602552414,0.1672327071428299,0.015983793884515762,0.07937288284301758,0.932094395160675,0.005502621177583933,0.10119179636240005,0.00965925958007574,0.0982072725892067,0.8810058832168579,4.999999873689376e-05
0.04695630818605423,0.1663811355829239,0.01626022905111313,0.07918038219213486,0.9184953570365906,0.005295092705637217,0.09919177740812302,0.0096169738098979,0.09799013286828995,0.867360532283783,4.999999873689376e-05
0.047565609216690063,0.16557617485523224,0.016172334551811218,0.07863128185272217,0.905012845993042,0.004932303447276354,0.09557930380105972,0.009754925034940243,0.09869139641523361,0.8538062572479248,4.999999873689376e-05
0.04824427515268326,0.16452984511852264,0.016444608569145203,0.0790150985121727,0.8917866945266724,0.0052109528332948685,0.09837471693754196,0.00952958408743143,0.0975404754281044,0.8410046100616455,4.999999873689376e-05
0.04709037393331528,0.16196444630622864,0.015957431867718697,0.07778555154800415,0.8778780102729797,0.005031205248087645,0.09659966081380844,0.009653184562921524,0.0981660932302475,0.8280276656150818,4.999999873689376e-05
0.0472886860370636,0.16219884157180786,0.016461417078971863,0.0792352482676506,0.865804135799408,0.00490756519138813,0.09534082561731339,0.009723339229822159,0.09852945804595947,0.8152735233306885,4.999999873689376e-05
0.04651923105120659,0.1616714745759964,0.016029760241508484,0.07822573184967041,0.8532100915908813,0.004513888154178858,0.09124802052974701,0.009926850907504559,0.09956091642379761,0.8024883270263672,4.999999873689376e-05
0.04584818705916405,0.15933233499526978,0.016343144699931145,0.07896911352872849,0.8402498960494995,0.004613969009369612,0.09231188893318176,0.009728698991239071,0.09855854511260986,0.7903187870979309,4.999999873689376e-05
0.04610591009259224,0.15906982123851776,0.016024714335799217,0.07956051826477051,0.8283411264419556,0.004503860604017973,0.09114570170640945,0.009674561209976673,0.0982847660779953,0.7781508564949036,4.999999873689376e-05
0.04542018100619316,0.15656866133213043,0.01616537943482399,0.07927273213863373,0.8151110410690308,0.004369490314275026,0.08969064801931381,0.009698792360723019,0.09841705113649368,0.7661595940589905,4.999999873689376e-05
0.0446329303085804,0.15701766312122345,0.015758013352751732,0.07843443751335144,0.8038313984870911,0.004615470301359892,0.09230220317840576,0.009372991509735584,0.09675048291683197,0.7546702027320862,4.999999873689376e-05
0.046972185373306274,0.15537017583847046,0.016213705763220787,0.07781269401311874,0.7917312383651733,0.004086456727236509,0.08658696711063385,0.009580346755683422,0.09781374782323837,0.7426989078521729,4.999999873689376e-05
0.044536542147397995,0.15321248769760132,0.015936290845274925,0.07896029949188232,0.7800065875053406,0.004094226751476526,0.08667546510696411,0.009582043625414371,0.09782318025827408,0.7313922047615051,4.999999873689376e-05
0.04670806601643562,0.15524733066558838,0.016441071406006813,0.07872053235769272,0.7695680260658264,0.003985202871263027,0.08544683456420898,0.00963857676833868,0.09811504185199738,0.7201488614082336,4.999999873689376e-05
0.044489141553640366,0.1519426703453064,0.015729090198874474,0.07847128808498383,0.7574940919876099,0.00413024565204978,0.08706355839967728,0.009512974880635738,0.09747476130723953,0.7092986106872559,4.999999873689376e-05
0.04565737769007683,0.15117938816547394,0.016069572418928146,0.07864946126937866,0.7464463114738464,0.004090119618922472,0.08659213036298752,0.00939660519361496,0.09688621014356613,0.6984450817108154,4.999999873689376e-05
0.04485423117876053,0.15038904547691345,0.015979545190930367,0.07897194474935532,0.7357147336006165,0.003901207121089101,0.08446824550628662,0.009437959641218185,0.09709519147872925,0.6876541376113892,4.999999873689376e-05
