aspect_ratio,val_mae,val_rmse,val_r2,test_mae,test_rmse,test_r2,temp_min,temp_max,samples
0.3,0.2468092292547226,0.3177669723781545,0.9987859129905701,0.24866655468940735,0.3485639274353162,0.9986330270767212,301.8808288574219,353.01141357421875,2998
0.4,0.8754374384880066,1.0061525972979335,0.9988796710968018,0.8800212740898132,1.0244397213816174,0.9988404512405396,302.03131103515625,413.5172424316406,2998
0.5,0.8629493117332458,1.0962268033504061,0.9986259341239929,0.8569503426551819,1.1483368083382686,0.998490035533905,301.8814392089844,415.300537109375,2998
