loss,mse,rmse
0.20694535862569025,0.49661327875786243,0.45960000660512357
0.002997568083853142,0.005995136167706284,0.06508405675942247
0.002790265630130614,0.005580531260261228,0.060413416355618504
0.0030932945368913824,0.006186589073782765,0.06154782541531634
0.006504245143887956,0.013008490287775912,0.09176885051193176
0.009388341377392886,0.01877668275478577,0.11241159915875693
0.008662105469715266,0.017324210939430533,0.10261300987225365
0.004877124642314505,0.00975424928462901,0.08517148068731094
0.0019340989773891952,0.0038681979547783903,0.05516812498620772
0.0013324714787007576,0.0026649429574015153,0.04478569501896038
0.0008232817894545937,0.0016465635789091875,0.03660978475742816
0.0007344024628581521,0.0014688049257163042,0.03224739577627269
0.001333590854301292,0.002667181708602584,0.04044410619618637
0.006738789581398229,0.013477579162796459,0.09626560355234262
0.001223567324719719,0.002447134649439438,0.04194829381046841
0.006082256193342966,0.012164512386685932,0.07987807504379178
0.0012802994669982581,0.0025605989339965163,0.04295290076149652
0.00303410071964291,0.00606820143928582,0.06303272168938216
0.00230170983601741,0.00460341967203482,0.05828965785489841
0.0027537080022503016,0.005507416004500603,0.06357953956882868
0.003203111286680936,0.006406222573361872,0.06180609130094965
0.0025986717958864113,0.005197343591772823,0.060404981764686574
0.0015782547275016618,0.0031565094550033237,0.04862726497609023
0.0015974965429674515,0.003194993085934903,0.04501540919572308
0.014944346814854062,0.029888693629708123,0.11703356001798257
0.02426470466190193,0.04857100949542561,0.16640008458649957
0.0023992894671623203,0.004798578934324641,0.05933631160115073
0.0013643449798795015,0.002728689959759003,0.04544980088611702
0.0008178022205224541,0.0016356044410449082,0.03498078498674871
0.0007693388101102614,0.0015386776202205227,0.03239921816963364
0.0006217269942743763,0.0012434539885487527,0.03036461540652052
0.0005117444501734867,0.0010234889003469733,0.026715960217543043
0.001869703953102603,0.003739407906205206,0.05009480810409726
0.0004791917131646565,0.000958383426329313,0.025684178737294557
0.0006159137516439027,0.0012318275032878053,0.0300767933133409
0.0006540505476184446,0.0013081010952368892,0.03138155092231252
0.00047280274016978997,0.0009456054803395799,0.026442235390135606
0.0006263268867993932,0.0012526537735987864,0.030453095886880506
0.0011843697160798768,0.0023687394321597536,0.042870761348878024
0.0021258941250699216,0.004251788250139843,0.05237129172794037
0.0009740490839178236,0.0019480981678356472,0.035590906548858076
0.00042609049109154065,0.0008521809821830813,0.025291887827084532
0.0014314650646941698,0.0028629301293883395,0.039937060616620175
0.004033988978004676,0.008067977956009352,0.06971105486880262
0.0004754414710038117,0.0009508829420076234,0.025879589280615525
0.0006342619522872876,0.001268523904574575,0.028308820634076446
0.0009460824396269759,0.0018921648792539518,0.03572947218373128
0.000674659944015966,0.001349319888031932,0.030117319382775527
0.0005909572064233721,0.0011819144128467443,0.030079966084426875
0.0009918352574261433,0.0019836705148522865,0.036709193769213444
0.0010452868958714726,0.002090573791742945,0.0358202153765415
0.0038493289564219407,0.0076986579128438815,0.06506618358763297
0.005850947302357261,0.011701894604714522,0.08610279444762349
0.002463619161216076,0.004927238322432152,0.057815739050410785
0.0015638547426368116,0.003127709485273623,0.046921721587030146
0.0018261992829032457,0.0036523985658064913,0.04341264460356785
0.00029387272718247605,0.0005877454543649521,0.021439577099056792
0.0005668451242813303,0.0011336902485626606,0.028436217048846475
0.0006374318809354948,0.0012748637618709897,0.02906792888995381
0.0009799446290666217,0.0019598892581332433,0.0354441415213121
0.0006593770859911853,0.0013187541719823705,0.02986073128987926
0.0013365163986465288,0.0026730327972930576,0.040154342965960696
0.004751649973950879,0.009503299947901759,0.07248021706987123
0.0006931351922326208,0.0013862703844652415,0.029731078221547334
0.0014340360903706704,0.002868072180741341,0.04550026495058041
0.001311340067178361,0.002622680134356722,0.04291920635438004
0.0005999522759959126,0.0011999045519918252,0.029800455485071455
0.00032997118201028453,0.0006599423640205691,0.02219161546680254
0.0004739620907953808,0.0009479241815907616,0.024885350257738845
0.006479707772429377,0.012959415544858754,0.08092884201096831
0.004154506332010247,0.008309012664020494,0.07336673171368319
0.0058592405717576325,0.011718481143515265,0.08968399096485953
0.0020652247162172887,0.004130449432434577,0.05574048748965581
0.00031365842130083355,0.0006273168426016671,0.021746298210550245
0.00037640860217319136,0.0007528172043463827,0.023881568819096966
0.0005140614282747454,0.0010281228565494909,0.02792298695217673
0.0004971398066339595,0.000994279613267919,0.026395469299191003
0.0005387767972957567,0.0010775535945915134,0.026697258416611653
0.0005786346296603865,0.001157269259320773,0.02914181473217421
0.0004034901705526036,0.0008069803411052072,0.024570358702429122
0.0014961078080851656,0.0029922156161703312,0.04579651187016786
0.003371711887430374,0.006743423774860748,0.0660705372642774
0.00048389208790269975,0.0009677841758053995,0.025711936995616885
0.0025510131898653374,0.005102026379730675,0.05464633767698686
0.005275212781412705,0.01055042556282541,0.08356500089216928
0.0022739768613170676,0.004547953722634135,0.05387725940506373
0.0012110141712328895,0.002422028342465779,0.04114519944716874
