loss,mse,rmse
0.20694496508341134,0.49661239026799986,0.45959882622028325
0.0029971114574035202,0.0059942229148070405,0.06507870016692134
0.002790015699891039,0.005580031399782078,0.060412640433891544
0.003086662250954358,0.006173324501908716,0.061526681290479834
0.006296319657140684,0.012592639314281368,0.09042691253125668
0.009640058388986171,0.019280116777972343,0.11303706236740017
0.009980883378074611,0.019961766756149222,0.10931787340729437
0.005437535856031758,0.010875071712063516,0.08962344705405367
0.001832662280687689,0.003665324561375378,0.054040851331521554
0.001211398423196909,0.002422796846393818,0.04309194099064312
0.000788180063628042,0.001576360127256084,0.03546530870091799
0.0007544252944865536,0.0015088505889731072,0.032485423444818654
0.0016175845673658002,0.0032351691347316004,0.044290233917485974
0.005701746257196268,0.011403492514392537,0.08876676187403017
0.0023267487674995396,0.004653497534999079,0.05728487754482534
0.0036928814182144156,0.007385762836428831,0.06728246015218364
0.0010811291608984095,0.002162258321796819,0.03757218463276815
0.00287763535761592,0.00575527071523184,0.059965578161857346
0.005092855746436005,0.01018571149287201,0.08374164294596616
0.003153935026019057,0.006307870052038114,0.0645510100006646
0.0016133102040609404,0.003226620408121881,0.048207152477622806
0.0012811395637816697,0.0025622791275633394,0.044128799953123
0.0009811804517651924,0.001962360903530385,0.039488932039201646
0.0009570920886160041,0.0019141841772320081,0.037663431584157726
0.015304366551579544,0.030608733103159088,0.11399964852312991
0.023478619758094142,0.046959045459516346,0.15680485800537583
0.0019543164056246153,0.0039086328112492305,0.05374365458385898
0.001119484418091083,0.002238968836182166,0.04062957379531551
0.0007588210573767474,0.0015176421147534947,0.03344947918826206
0.0008602132583138126,0.0017204265166276252,0.0345158608745203
0.0006112638796414056,0.0012225277592828113,0.03023112968952915
0.0005184109107794931,0.0010368218215589863,0.026342546658412035
0.002586991002406105,0.00517398200481221,0.05997293532898577
0.0004442367724892959,0.0008884735449785919,0.024550841888412833
0.0005436360855530036,0.0010872721711060072,0.027943955663313435
0.0008045271153440063,0.0016090542306880127,0.03522771141528116
0.00046359165255004776,0.0009271833051000955,0.02603784227568366
0.0006190780614880558,0.0012381561229761115,0.029821003507520375
0.0014192351616704353,0.0028384703233408706,0.04614359485711177
0.0017214397702174482,0.0034428795404348963,0.047690007841674154
0.0008624472600892553,0.0017248945201785105,0.033503178098880045
0.0004022062677945955,0.000804412535589191,0.02461281478217525
0.001468213564571847,0.002936427129143694,0.040861134248023685
0.00573087535693568,0.01146175071387136,0.08248898999571994
0.000507274136777726,0.001014548273555452,0.0260015371733333
0.0006355128129150459,0.0012710256258300918,0.028390995195239795
0.0005228034343881282,0.0010456068687762564,0.026228090808666372
0.00043597757732712056,0.0008719551546542411,0.024548313659071536
0.0005362798177199468,0.0010725596354398937,0.028942379976513905
0.0011290317204886331,0.0022580634409772662,0.03971062526227785
0.0010557071875934656,0.0021114143751869313,0.03643138499555553
0.003957439340257378,0.007914878680514756,0.06587701051362924
0.006504518031324079,0.013009036062648157,0.09064672597042926
0.0034248658160428826,0.006849731632085765,0.06659745490904172
0.0014893238682975902,0.0029786477365951803,0.04597561690629787
0.0013810750157703792,0.0027621500315407584,0.038414287021044984
0.0003463635904344679,0.0006927271808689358,0.023050970792492197
0.0004414168044941225,0.000882833608988245,0.025549440419410246
0.0004836397635268417,0.0009672795270536834,0.026100568609408938
0.0008372533871428837,0.0016745067742857673,0.03244142561951386
0.0005917692247489217,0.0011835384494978435,0.02864654137232861
0.0010084132066001442,0.0020168264132002884,0.036446383827692504
0.00500534238698811,0.01001068477397622,0.07838010530943026
0.0009979494444752317,0.0019958988889504634,0.032234127222040256
0.0012760129886976153,0.0025520259773952306,0.04240048564547165
0.0011787004444265116,0.0023574008888530232,0.0413616065105254
0.0004777481736080919,0.0009554963472161838,0.02727706887602032
0.00037362939306680724,0.0007472587861336145,0.023731647020012334
0.0005256593136531497,0.0010513186273062994,0.025849468869991697
0.001125038994383407,0.002250077988766814,0.039148088432727504
0.0019728055761499327,0.003945611152299865,0.050282089066897316
0.0031107291326359747,0.006221458265271949,0.0645570269658823
0.0036060172864168846,0.007212034572833769,0.06986584996973927
0.0007350227543410457,0.0014700455086820914,0.03209428802168892
0.0006281504021970178,0.0012563008043940357,0.03123036212009656
0.0006886781220246475,0.001377356244049295,0.031561859647513596
0.001309914198925201,0.002619828397850402,0.03701416100072977
0.002339150003618587,0.004678300007237174,0.05382478166395774
0.0016813761210414668,0.0033627522420829337,0.048608260208063504
0.0006690180454715171,0.0013380360909430343,0.03076471611267778
0.001999483988465845,0.00399896797693169,0.05317134319429661
0.004207087084021671,0.008414174168043341,0.0742686695673249
0.0005028577317171927,0.0010057154634343854,0.02616604950124785
0.0020287160366685634,0.004057432073337127,0.04691730636208282
0.0035392725856865296,0.007078545171373059,0.06749229555248053
0.0010653086383762775,0.002130617276752555,0.039026045910227895
0.0009737481246088168,0.0019474962492176337,0.03750974533160205
