aspect_ratio,n_points,cfd_dT_max,nca_dT_max,cfd_dT_mean,nca_dT_mean,pearson_r,pearson_p,mae_K,rmse_K
0.3,194,53.00549445725801,14.162284851074219,53.00503359115151,5.874556540243069,0.16917648710857158,0.018366206795426904,47.13047705090844,47.31226502938333
0.4,194,113.359171359225,14.162284851074219,113.34911353687608,5.874556540243069,0.16840267799310704,0.018914689589488748,107.47455699663301,107.55436374920019
0.5,194,115.25775982769301,14.162284851074219,115.25454421899673,5.874556540243069,0.16891730186689688,0.01854836094874006,109.37998767875368,109.45843047996695
