loss,mse,rmse
0.29884622970488894,0.8822440127315141,0.5815125258639455
0.030676219422249622,0.06153706103858505,0.20473922661372593
0.026848524147810946,0.05370673873361998,0.18916660486055273
0.012022485042949223,0.024062889796602704,0.11354327430682523
0.0031546502784952474,0.006309300556990495,0.06449004093052021
0.0021063295224848845,0.004212659044969769,0.05358742658448006
0.0016047148782295803,0.0032094297564591607,0.04479509576755975
0.0024828378639020748,0.0049656757278041495,0.052814337491456954
0.007874948742227161,0.015749897484454323,0.10198469592225072
0.0029525874764431137,0.005905174952886227,0.0642658717165302
0.0030770947310023596,0.006154189462004719,0.06358654622786812
0.0045514689889452195,0.009102937977890439,0.07312790142771389
0.008526263229331171,0.017052526458662343,0.09161464985726135
0.01693550222875534,0.03387100445751068,0.13859739777232918
0.0014265816316407966,0.0028531632632815933,0.04375309880290713
0.0009762624654541697,0.0019525249309083393,0.03610778672154993
0.0009527629294585235,0.001905525858917047,0.03614778271377353
0.0006178477281001246,0.0012356954562002492,0.02789141164560403
0.0007140054873973766,0.0014280109747947531,0.032604503594172586
0.0008491888539684364,0.0016983777079368728,0.03623151181797896
0.0005975021427584818,0.0011950042855169635,0.027673466279312768
0.0009708782420472874,0.0019417564840945748,0.037825580553284714
0.0006031728728812271,0.0012063457457624541,0.028404996319607433
0.001449760188649764,0.002899520377299528,0.04457290601650519
0.0036837495640741377,0.007367499128148275,0.07581411353312432
0.002033872547087867,0.004067745094175734,0.05354454607170608
0.0140975329597755,0.028195065919551,0.13491248146497778
0.0023235202127661328,0.0046470404255322655,0.046662078762892634
0.006790031449528605,0.01358006289905721,0.09278828616453601
0.001084548244179067,0.002169096488358134,0.03712349143544478
0.0004569627679933725,0.000913925535986745,0.02461245255004282
0.0007031711762562866,0.0014063423525125733,0.031636627138193166
0.000970312794157735,0.00194062558831547,0.037752876735092804
0.0018977160494078557,0.0037954320988157113,0.05288824430899695
0.0009754417340898515,0.001950883468179703,0.035731411821741076
0.001361185290586166,0.002722370581172332,0.04654297696293465
0.0030067225070589693,0.006013445014117939,0.05816298377966242
0.0008830510940502531,0.0017661021881005062,0.033677209494635464
0.0003433687742045269,0.0006867375484090538,0.02212215724949991
0.000650121939494446,0.001300243878988892,0.030201243925174433
0.0004982293213223394,0.0009964586426446788,0.027744727881093112
0.005129075088320535,0.01025815017664107,0.07404987881392507
0.008212292507700373,0.016424585015400745,0.1077471605502069
0.0068526614373955195,0.013705322874791039,0.09464554973611874
0.0016063465011809188,0.0032126930023618377,0.04531868980931384
0.0008834754945866053,0.0017669509891732106,0.035363140966676705
0.0011602899768368908,0.0023205799536737816,0.040615925769920326
0.000335675168923087,0.000671350337846174,0.021668451473981675
0.0005569144757633435,0.001113828951526687,0.027300368187882538
0.0017474902569590866,0.003494980513918173,0.0455539569940551
0.00103341128982655,0.0020668225796531,0.038144952743979436
0.0011386553835109226,0.002277310767021845,0.03852900412665414
0.002947850872956386,0.005895701745912772,0.05913240487820336
0.009403704128447186,0.01880740825689437,0.11106473412032106
0.002800762141123414,0.005601524282246828,0.05997170730760055
0.0006791384592507451,0.0013582769185014902,0.030323780005398607
0.0004600582540482329,0.0009201165080964658,0.02635814979938524
0.0006963104900770694,0.0013926209801541389,0.032762163124113744
0.011003243085169905,0.02200648617033981,0.12361201765847259
0.034045384671688744,0.06809076934337749,0.2208898032749338
0.022317359007222745,0.04463471801444549,0.16440621871235114
0.001108691435050803,0.002217382870101606,0.037413063543915215
0.0007057079115132378,0.0014114158230264756,0.02779135491665719
0.0005644340020743195,0.001128868004148639,0.027253142262010702
0.0004656938783522183,0.0009313877567044366,0.02466849400994501
0.0003832094852668888,0.0007664189705337776,0.02198445664918316
0.0004232687365905414,0.0008465374731810828,0.02539646982747529
0.00039420335020037915,0.0007884067004007583,0.024112319696827658
0.00032521114731431613,0.0006504222946286323,0.018942574120592325
0.0003686335935733658,0.0007372671871467316,0.023758762917714192
0.00028470956217786027,0.0005694191243557205,0.020656670418767526
0.0003846354207066075,0.000769270841413215,0.023386143098053123
0.00024067372004066913,0.00048134744008133826,0.01746590313019364
0.0006487406570885566,0.0012974813141771132,0.026226287252003593
0.0006462988987696658,0.0012925977975393316,0.03030973600190399
0.00039195426721140136,0.0007839085344228027,0.02430786675707038
0.00030257176969737795,0.0006051435393947559,0.02093291443930606
0.00046070344677328224,0.0009214068935465645,0.025622603278316093
0.0004616331814142021,0.0009232663628284042,0.026218356418290307
0.0012429521306720353,0.0024859042613440707,0.040782918957328156
0.001916753147608168,0.003833506295216336,0.05350112384185195
0.00610785539878894,0.01221571079757788,0.0873616298860205
0.007084569809797716,0.014169139619595431,0.08864769763812157
0.0035372639333120658,0.0070745278666241316,0.07136980407937829
0.0005026593133576642,0.0010053186267153283,0.02520123154141142
0.0005038218411267995,0.001007643682253599,0.02667631416448525
0.002412384594773747,0.004824769189547494,0.0529168952472641
0.0035073268796866485,0.007014653759373297,0.06952261693077162
0.0006353835163858028,0.0012707670327716056,0.030220668332185598
0.0008009552895795682,0.0016019105791591365,0.034648627431930173
0.0010989678016345903,0.0021979356032691805,0.03747117062032755
0.0016365803767517458,0.0032731607535034916,0.04723559280724398
0.0009376931170290196,0.0018753862340580392,0.03308130558247545
0.0007735733992897715,0.001547146798579543,0.028615932083006817
0.0016915772368390337,0.0033831544736780675,0.049355553063963144
0.0008413258735020333,0.0016826517470040665,0.03393821489465024
0.0006448254965188686,0.0012896509930377372,0.030409039272594134
0.0020613330205640473,0.0041226660411280945,0.048047515272628516
0.004705683193307258,0.009411366386614516,0.07970507194155028
0.001464748229266531,0.002929496458533062,0.04236240003790174
0.000431141383368023,0.000862282766736046,0.02415084466670773
0.0006210285313500208,0.0012420570627000415,0.02838007011450827
0.0014875374219091748,0.0029750748438183497,0.04302073304674455
