loss,mse,rmse
0.16373579482080766,0.45825718889578376,0.4094482886109066
0.014520278281965998,0.029056978417653912,0.12011059469168449
0.01256679169825014,0.02513369563901317,0.10804912249872146
0.03164042074115366,0.06328929324676706,0.2058596790756111
0.01066301634185853,0.02132603268371706,0.11817144018948658
0.006024778047562845,0.01204955609512569,0.085435646815927
0.001300358854057942,0.002600717708115884,0.042721883145874585
0.0007649287079516398,0.0015298574159032796,0.031428078726212214
0.0009167769746348419,0.0018335539492696838,0.03648498113412265
0.0014852600164201024,0.002970520032840205,0.04803397113384752
0.0008383992666991121,0.0016767985333982242,0.03547398413398436
0.005323979701826929,0.010647959403653859,0.07397582772408624
0.00887681121432913,0.01775362242865826,0.11159187103561186
0.02111412126620738,0.04222824253241476,0.1682459851666414
0.006297595463212173,0.012595190926424346,0.09090539113945001
0.0013744087725242864,0.002748817545048573,0.046295094711996325
0.0017941860319182696,0.003588372063836539,0.05030429743414793
0.0011643155719441409,0.0023286311438882818,0.0422243635206447
0.0008352590154171087,0.0016705180308342173,0.03508618891287547
0.0009520143146848521,0.0019040286293697042,0.0370402510531924
0.0010746153813623142,0.0021492307627246285,0.03988779028393812
0.002716059460616244,0.005432118921232488,0.06091632231217265
0.0014122537873526516,0.0028245075747053033,0.04468857953869194
0.0007602284046473184,0.0015204568092946368,0.03528192878229084
0.000558470300960563,0.001116940601921126,0.028851790736163303
0.0004293673143170703,0.0008587346286341406,0.02514980015248157
0.0008888262633121627,0.0017776525266243253,0.0371359206022477
0.001862253870152832,0.003724507740305664,0.052012769511429136
0.0015026315316378725,0.003005263063275745,0.04760963814454032
0.001959311994141899,0.003918623988283798,0.054158331602569915
0.0009647446693917745,0.001929489338783549,0.03830988889003729
0.00044622541310360104,0.0008924508262072021,0.024426306070239802
0.007888897946952954,0.01577779589390591,0.09478853454256987
0.005118812081680328,0.010237624163360656,0.08336499358781359
0.0016167463553602983,0.0032334927107205967,0.048172092391782766
0.0006320334163461525,0.001264066832692305,0.03126133589509439
0.0010490180321457128,0.0020980360642914257,0.04129333136446
0.0009502556708800465,0.001900511341760093,0.0386226431454544
0.0007088085999938599,0.0014176171999877199,0.03187684049866126
0.0009514235276766429,0.0019028470553532858,0.03600690178512656
0.0018778600616704872,0.0037557201233409743,0.0447545895268294
0.00265949760685473,0.00531899521370946,0.056761187322848995
0.0012632355758319727,0.0025264711516639455,0.042336936495811134
0.0010248694950818885,0.002049738990163777,0.03739100030333094
0.0035645365430366826,0.007129073086073365,0.06963106269597427
0.007925569932851501,0.015851139865703003,0.10347835297466486
0.011148421036180823,0.022296842072361645,0.1249684788673729
0.0014437060657325094,0.002887412131465019,0.04578281147405505
0.0007234094904230336,0.0014468189808460672,0.03192744496302655
0.0004411637335360629,0.0008823274670721258,0.025140316759284537
0.0005927607732115138,0.0011855215464230276,0.029125852093052167
0.0008781507233734019,0.0017563014467468039,0.03505590900343347
0.00041085248418229725,0.0008217049683645945,0.023094638305196126
0.0006649131436071391,0.0013298262872142783,0.02943762796689067
0.0004623067887189484,0.0009246135774378968,0.025967994074385565
0.0005956527381416235,0.001191305476283247,0.02804322295153949
0.0004789231495254041,0.0009578462990508082,0.026803157643064277
0.0009187981342248266,0.0018375962684496533,0.03635915478029252
0.0014686061214841221,0.0029372122429682443,0.045387227928822306
0.004375058284246982,0.008750116568493964,0.07669768102055827
0.0037008055324485533,0.007401611064897107,0.0667568262327801
0.0025731724676827613,0.005146344935365523,0.058208244565463106
0.0005944301519539531,0.0011888603039079061,0.029145094553952092
0.0006487546218363309,0.0012975092436726618,0.030075333743392454
0.0006145616332781634,0.0012291232665563269,0.028756315955988966
0.0005566344684801273,0.0011132689369602545,0.02613536880031083
0.0023911937580460407,0.004782387516092081,0.05741064903906897
0.0015888247554171771,0.0031776495108343543,0.04505719301175907
0.0004962677424265615,0.000992535484853123,0.026580959452654828
0.0012116365096635372,0.0024232730193270743,0.03905195142021524
0.002028644582996885,0.00405728916599377,0.05609667707875661
0.0007520663149551053,0.0015041326299102106,0.030241917806689615
0.0011616167127861197,0.0023232334255722394,0.03898983801164749
0.001063459451601871,0.002126918903203742,0.037721135007979516
0.0010250089809061764,0.0020500179618123528,0.036793381943331135
0.0011431364275811032,0.0022862728551622065,0.04025042358507681
0.003078068843224882,0.006156137686449764,0.05904208514657984
0.011503608341568055,0.02300721668313611,0.11741399881127593
0.002100170904083955,0.00420034180816791,0.055120846017735536
0.0008281210127645497,0.0016562420255290995,0.035876295692589766
0.0023424270472445076,0.004684854094489015,0.05434007370276014
0.0005079086872358728,0.0010158173744717455,0.027591872168100114
0.0007066634560438267,0.0014133269120876534,0.03110907910854326
